well_id,lat_x,lon_x,n_events_x,precip_gini,recharge_gini,mtpi,elevation_m,mean_depth_to_water_m,clay,sand,silt,lat_y,lon_y,state,n_events_y,total_precip_mm,total_recharge_mm
420544071173701,42.09555556,-71.2936111,763,0.34717465390504365,0.4988444174739829,-11,49.735355377,1.908353587403125,4.9,62.3,32.8,42.09555556,-71.2936111,Massachusetts,763,24586.56,69280.5778534198
420545071174001,42.09593186,-71.2939439,572,0.3519270170351805,0.49399204012370634,-10,46.663303375,1.8985473452438437,5.6,62.5,32.0,42.09593186,-71.2939439,Massachusetts,572,18569.1,51880.30849806606
420828076484601,42.1411111,-76.81277778,948,0.3301734034429954,0.6177835560827241,-6,268.940948486,7.150782928089631,18.8,29.7,51.5,42.1411111,-76.81277778,New York,948,24871.97,151600.64924562228
421138075511301,42.19396475,-75.85325,633,0.3411047685677331,0.5866333114713177,-13,277.425384521,7.513489791876208,24.0,28.3,47.7,42.19396475,-75.85325,New York,633,18235.160000000003,78685.08990051308
421213076313301,42.20352778,-76.5259444,460,0.3238534206035226,0.44497712626051045,-28,312.148345947,5.700803714206592,22.5,25.1,52.3,42.20352778,-76.5259444,New York,460,11712.75,177279.91024140318
421512077472801,42.2533333,-77.7911111,603,0.3144741976468285,0.3802959632018664,-31,539.008605957,1.6012938594622679,,,,42.2533333,-77.7911111,New York,603,16100.25,207907.7603973504
421746074180201,42.29616667,-74.3005833,565,0.35775235296123,0.62690646921332,-41,439.602081299,2.0096189580451824,24.2,31.7,44.1,42.29616667,-74.3005833,New York,565,17838.64,130460.73970751854
421853071220501,42.3147222,-71.3680556,371,0.3113454555362315,0.5539158166188479,1,46.935245514,4.870971651290732,8.6,57.4,34.1,42.3147222,-71.3680556,Massachusetts,371,10715.84,11661.23236398654
421948074483701,42.32991667,-74.8101944,701,0.34280777469427737,0.5877321572014023,-30,434.57824707,1.6888326315789477,22.3,33.1,44.6,42.32991667,-74.8101944,New York,701,20102.64,90005.57585812683
422341071464901,42.3947833,-71.77985278,356,0.3272083173986917,0.605219638879544,-7,141.120834351,1.9384409350154725,8.3,56.3,35.4,42.3947833,-71.77985278,Massachusetts,356,10184.980000000001,66854.04020306657
422445077203301,42.41257085,-77.3422032,678,0.3194495035006839,0.6893540150232894,-23,372.546508789,2.558842150154268,21.7,30.8,47.4,42.41257085,-77.3422032,New York,678,17195.62,95123.53804649976
422622073410901,42.4395833,-73.6858056,539,0.3410751836360678,0.7150648211513861,1,94.288261414,3.24479410343221,,,,42.4395833,-73.6858056,New York,539,15377.5,21084.9740477389
422745073112001,42.46258478,-73.1884366,553,0.342417256570828,0.5836434603825191,-7,320.815155029,5.0138709166278534,,,,42.46258478,-73.1884366,Massachusetts,553,16695.75,72201.31165858217
423058071025401,42.5161111,-71.0483333,749,0.34547880370293027,0.47072122727837995,0,24.041189194,1.9914616995834356,,,,42.5161111,-71.0483333,Massachusetts,749,23156.239999999998,103951.47962650642
423115071032001,42.51674167,-71.04846389,561,0.3501846693999462,0.4708537518823316,0,24.229377747,2.0022523735056543,,,,42.51674167,-71.04846389,Massachusetts,561,17864.26,78392.90948274304
423401071093801,42.5668972,-71.1599667,1172,0.35187784126585553,0.5748162029125881,-1,27.080677032,2.4024884795186296,,,,42.5668972,-71.1599667,Massachusetts,1172,35620.84,96980.70554109558
423506070491401,42.585,-70.8205556,255,0.3176463411448762,0.38807284492587213,-3,16.507444382,0.6077304505386877,,,,42.585,-70.8205556,Massachusetts,255,7048.870000000001,26216.623310392548
423530074191701,42.5918333,-74.32138889,467,0.3193628556928436,0.6346743405849049,-19,225.258590698,2.8166887686148923,23.0,33.0,44.0,42.5918333,-74.32138889,New York,467,12617.09,45854.419722595965
